Reporter Identifier	VALUE
637799730	0.001007684
637799731	0.10484331
637799732	-0.34479341
637799733	-0.263029413
637799734	-0.463433569
637799735	-0.08846756
637799737	0.073843647
637799738	-0.256677317
637799739	-0.163595009
637799740	0.06959744
637799741	-0.119058009
637799742	-0.150690097
637799743	-0.076742839
637799744	-0.247538008
637799745	0.131022235
637799746	-0.200161267
637799747	0.190885671
637799748	0.277927245
637799749	0.077687049
637799750	0.05603108
637799751	0.159689423
637799752	-0.191892793
637799753	0.104668772
637799754	-0.081159922
637799755	-0.043583542
637799756	-0.148461759
637799757	-0.077725835
637799758	0.031786409
637799759	-0.019966118
637799760	-0.176275328
637799761	-0.027115176
637799762	-0.007348756
637799763	1.166033449
637799764	0.120660996
637799765	0.179914425
637799766	-0.0478915
637799767	0.34252023
637799768	0.323139941
637799769	-0.271457747
637799770	-0.237363909
637799771	-0.224470121
637799772	-0.075737971
637799773	-0.303742802
637799774	-0.447728339
637799775	-0.340311438
637799776	-0.302741626
637799777	-0.226730982
637799778	-0.016876701
637799779	0.106341079
637799780	0.111309835
637799781	-0.064687839
637799782	-0.180540818
637799783	0.062250129
637799784	0.087937279
637799785	0.176522798
637799786	-0.164590172
637799787	-0.204677554
637799788	-0.136037345
637799789	0.193180989
637799790	-0.162156199
637799791	-0.032280789
637799793	-0.031067198
637799794	-0.308125465
637799795	-0.110339788
637799796	-0.406834649
637799797	0.181559248
637799798	-0.097466978
637799799	-0.039738767
637799800	0.208130414
637799801	-0.254088275
637799802	0.174124876
637799803	0.375755496
637799804	-0.021668591
637799805	-0.550990145
637799806	0.188355365
637799807	0.014931155
637799808	-0.00744486
637799809	-0.216736851
637799810	0.260773956
637799811	-0.147956002
637799812	0.260452607
637799813	-0.374716413
637799814	0.07546464
637799815	-0.710225246
637799816	0.138035505
637799817	-0.106895284
637799818	0.006530339
637799819	0.036112323
637799820	-0.258332644
637799821	-0.032644829
637799822	-0.326628029
637799823	0.409296363
637799824	-0.13860833
637799825	0.002192317
637799826	-0.180607508
637799827	0.113102455
637799828	0.070354422
637799829	0.642839072
637799830	-0.057814356
637799831	-0.078002152
637799832	-0.241811658
637799833	-0.20805332
637799834	0.44761268
637799835	0.001983003
637799836	0.095662227
637799837	-0.01827008
637799838	0.17276024
637799839	0.011594255
637799840	0.012732376
637799841	0.05917043
637799842	-0.095191926
637799843	0.380129078
637799844	0.445261158
637799845	0.163513287
637799846	-0.349485778
637799847	-0.388504074
637799848	-0.005101362
637799849	0.001934808
637799850	-0.319773181
637799851	0.019084201
637799852	0.177005712
637799853	-0.687111159
637799854	-0.974639047
637799855	-0.77700563
637799856	-0.287049442
637799857	-0.221378622
637799858	-0.666292511
637799859	-0.49418322
637799860	-0.052683725
637799861	0.14848534
637799862	-0.08938172
637799863	0.196272987
637799864	-0.087881329
637799865	0.158367305
637799866	-0.200949884
637799867	-0.248900351
637799868	-0.041658497
637799869	0.202016632
637799870	-0.245368659
637799871	-0.654742412
637799872	-0.072351778
637799873	-0.130645117
637799874	-0.069645652
637799875	-0.338817614
637799876	0.124196105
637799877	0.015090477
637799878	0.272633386
637799879	-0.362064114
637799880	-0.223484172
637799881	-0.017545773
637799882	0.051518492
637799883	-0.182032044
637799884	0.121313374
637799885	-0.318611725
637799886	-0.180814224
637799887	-0.090961275
637799888	0.013876239
637799889	-0.110818705
637799890	-0.03865874
637799891	0.075402068
637799892	0.30061527
637799893	0.181159042
637799894	-0.21189893
637799895	-0.021506069
637799896	-0.299778958
637799897	-0.441296184
637799898	0.20160838
637799899	0.113289338
637799900	-0.384175809
637799901	-0.195424422
637799902	-0.041676602
637799903	-0.206385049
637799904	-0.339831762
637799905	0.018103116
637799906	0.041118235
637799907	-0.064834298
637799908	-0.080511042
637799909	-0.113130294
637799910	-0.258436468
637799911	-0.502148852
637799912	0.043147592
637799913	-0.237700608
637799914	-0.1092368
637799915	0.03013182
637799916	-0.3502019
637799917	-0.344322243
637799918	-0.346750825
637799919	-0.268493505
637799921	-0.017571224
637799922	-0.169552028
637799923	-0.052122046
637799924	0.056544561
637799925	0.08955403
637799926	-0.064118698
637799927	-0.081968871
637799928	-0.03291016
637799929	-0.179935645
637799930	0.05381904
637799931	-0.134392841
637799932	0.402723405
637799933	-0.084696594
637799934	-0.364991251
637799935	-0.063151166
637799936	0.065467584
637799937	0.222509631
637799938	-0.161957456
637799939	0.102258694
637799940	-0.255615618
637799941	-0.265155567
637799942	-0.135126667
637799943	0.296300327
637799944	-0.067276365
637799945	-0.244152029
637799946	-0.256732048
637799947	-0.140037815
637799948	-0.031874794
637799949	0.334128098
637799950	0.266291758
637799951	0.044798807
637799952	-0.310987264
637799953	-0.320155061
637799954	-0.274307009
637799955	-0.069273199
637799956	-0.146858388
637799957	0.062675151
637799958	-0.606975465
637799959	0.146677925
637799960	0.223182816
637799961	0.414243256
637799962	0.037883568
637799963	-0.077724077
637799964	-0.198768359
637799965	-0.019846717
637799966	0.171208832
637799967	-0.256435431
637799968	0.098083682
637799969	0.116200248
637799970	-0.018634582
637799971	0.019845938
637799972	-0.040325712
637799973	-0.158513738
637799974	-0.114913304
637799975	-0.035649064
637799976	-0.113163658
637799977	0.162468268
637799978	0.054038417
637799979	0.192553746
637799980	-0.122229845
637799981	-0.117592095
637799982	0.066403261
637799983	0.226309217
637799984	0.148553007
637799985	-0.432496724
637799986	-0.077871408
637799987	-0.235180266
637799988	-0.191887125
637799989	0.657961583
637799990	1.15305244
637799991	-0.160813837
637799992	0.113852057
637799993	0.145598196
637799994	-0.569048926
637799995	-0.615709127
637799996	-0.164980867
637799997	-0.021036872
637799998	-0.097130392
637799999	0.081432706
637800000	0.949507573
637800001	-0.233698392
637800002	-0.287253406
637800003	-0.349497617
637800004	0.180720058
637800005	0.743862364
637800006	0.682170885
637800007	0.652744441
637800008	0.051843129
637800009	0.117626287
637800010	-0.163072767
637800011	0.018982526
637800012	0.098872356
637800013	-0.063621885
637800014	0.061372828
637800015	0.134640516
637800016	-0.035200652
637800017	-0.109400039
637800018	-0.093976934
637800019	-0.079634618
637800020	0.609955677
637800021	-0.323599499
637800022	-0.016714281
637800023	-0.163921011
637800024	-0.14444513
637800025	-0.159915878
637800026	-0.387648053
637800027	-0.316711482
637800028	-0.176715235
637800029	-0.785762109
637800030	-0.176440872
637800031	-0.175497323
637800032	0.060245889
637800033	-0.056884801
637800034	0.021978857
637800035	0.159581869
637800037	0.078236905
637800038	0.072999599
637800039	0.108454583
637800040	-0.534863386
637800041	-0.150267251
637800042	-0.11876685
637800043	-0.637898916
637800044	0.784523798
637800045	1.162876834
637800046	1.102594073
637800047	-0.630546354
637800048	-0.130244731
637800049	-0.452934496
637800052	-0.401996651
637800053	-0.297304974
637800054	-0.150038293
637800055	-0.117945678
637800056	-0.081405441
637800057	0.182243775
637800058	0.109854629
637800059	0.296671927
637800060	0.063740714
637800061	0.049026539
637800062	-0.038942173
637800063	0.082482431
637800064	-0.268511776
637800065	0.127409894
637800066	0.74192145
637800067	0.488864997
637800068	-0.033349366
637800070	-0.546985492
637800071	-0.071089292
637800072	0.02581147
637800073	0.269735279
637800074	-0.051808099
637800075	-0.370759874
637800076	-0.051773159
637800077	-0.073678423
637800078	-0.118484221
637800079	-0.02836114
637800080	0.187440125
637800081	0.089284117
637800082	0.050331999
637800083	0.546571266
637800084	0.149059947
637800085	-0.108972725
637800086	-0.394765898
637800087	-0.17186893
637800088	-0.201988853
637800089	-0.199057953
637800090	0.231506132
637800091	0.293298965
637800092	0.249122274
637800093	0.861945701
637800094	-0.006236779
637800095	-0.083812614
637800096	-0.00202493
637800097	0.19003874
637800098	2.035258871
637800099	-0.068752877
637800101	0.084131282
637800102	-0.187280963
637800103	-0.022764888
637800104	0.077258283
637800105	-0.029628004
637800106	0.580651609
637800107	0.167745314
637800108	0.214494958
637800109	0.280095042
637800110	0.043920458
637800111	-0.355612856
637800112	-0.287364465
637800113	0.067364082
637800114	-0.141841116
637800115	0.000517512
637800116	-0.121499614
637800117	-0.239761219
637800118	-0.569512418
637800119	-0.493328945
637800120	-0.122540791
637800121	-0.083538629
637800122	-0.073246515
637800123	-0.194421204
637800124	0.138988948
637800125	0.071643954
637800126	0.154121853
637800127	-0.242213701
637800128	0.033314235
637800129	0.059672468
637800130	0.118437451
637800131	-0.104934105
637800132	-0.038192033
637800133	-0.423391966
637800134	0.234274005
637800135	0.131533962
637800136	-0.03308057
637800137	0.18593442
637800138	-0.143639166
637800139	0.210299298
637800140	0.287275298
637800141	-0.204438336
637800142	0.091290922
637800143	-0.425131254
637800144	-0.162502735
637800145	-0.374047014
637800146	0.027209644
637800147	0.019897997
637800148	-0.609346831
637800149	-0.369009185
637800150	-0.315192799
637800151	-0.193105924
637800152	0.159985359
637800153	-0.109827576
637800154	0.058979671
637800156	-0.146147743
637800157	-0.108278457
637800158	-0.177420534
637800159	0.091881956
637800160	-0.065467606
637800161	-4.79E-05
637800162	-0.070072
637800163	-0.068978522
637800164	0.063967266
637800165	-0.257523969
637800166	-0.159647337
637800167	0.121421766
637800168	0.156934086
637800169	0.164464784
637800170	-0.195156536
637800171	-0.065694924
637800172	-0.201903713
637800173	-0.15499314
637800174	-0.039471543
637800175	-0.256082183
637800176	-0.038252364
637800177	-0.089222661
637800178	-0.146772433
637800179	0.100875601
637800180	0.104149137
637800181	-0.616926406
637800182	-0.00805763
637800183	-0.133842338
637800184	-0.036626569
637800185	-0.391574623
637800186	0.105476216
637800187	0.100558814
637800188	0.056373821
637800189	0.164985372
637800190	0.142868882
637800191	-0.140405166
637800192	0.051200222
637800194	0.057225803
637800195	-0.153981922
637800197	0.237400528
637800198	1.492530534
637800199	0.132792331
637800200	-0.297184417
637800201	-0.127392576
637800202	-0.031742262
637800203	0.126475563
637800204	0.121258861
637800205	-0.20310849
637800206	0.049147859
637800207	-0.098755962
637800208	-0.052621169
637800209	0.434989154
637800210	0.308056558
637800211	0.050875097
637800212	-0.088137079
637800213	-0.308139131
637800214	-0.238305559
637800215	-0.367806203
637800216	-0.090531961
637800217	0.167272536
637800218	0.243958894
637800219	-0.221840641
637800220	0.092000371
637800221	0.050937023
637800222	-0.309438114
637800223	0.021631437
637800224	-0.016670649
637800225	1.349335066
637800226	-0.065528783
637800227	-0.218482805
637800228	-0.323433387
637800229	0.003624858
637800230	-0.097978675
637800231	-0.090906629
637800232	0.107145371
637800233	-0.301240413
637800234	-0.201414025
637800235	-0.043449686
637800236	-0.23654348
637800237	0.005058441
637800238	-0.06358644
637800239	0.136007766
637800240	-0.054998756
637800241	-0.394566565
637800242	-0.013560326
637800243	-0.20294917
637800244	-0.149447516
637800245	0.282339802
637800246	0.026880405
637800247	0.055082269
637800248	0.045234678
637800249	0.216218915
637800250	-0.140789092
637800251	0.026924128
637800252	-0.317211789
637800253	0.126338733
637800254	-0.043558636
637800255	0.015361513
637800256	0.10100549
637800257	0.072810823
637800258	-0.034229724
637800259	0.163373333
637800260	0.02767032
637800261	0.333889002
637800262	-0.220634824
637800263	-0.291576219
637800264	-0.091658727
637800265	0.084267731
637800266	-0.031921608
637800267	-0.11014932
637800268	0.40557659
637800269	0.32140999
637800270	0.121303018
637800271	0.647800738
637800272	-0.072040911
637800273	-0.433440423
637800274	-0.159670984
637800275	-0.076185364
637800276	-0.03890089
637800277	-0.01567495
637800278	0.219776224
637800279	0.387623828
637800280	-0.024104071
637800281	-0.214033233
637800282	-0.010299667
637800283	0.078177884
637800284	-0.002187669
637800285	-0.282292063
637800286	-0.47798063
637800287	-0.172984008
637800288	-0.248470156
637800289	-0.146347336
637800290	1.49248369
637800291	0.239729237
637800292	-0.53313446
637800293	-0.398848823
637800294	-0.270046285
637800295	-0.135803436
637800296	-0.116418262
637800297	0.012033769
637800298	-0.045484905
637800299	0.267794997
637800300	0.12316836
637800301	-0.049693522
637800302	0.130685551
637800303	-0.528590514
637800304	-0.194800722
637800305	-0.156329771
637800306	0.088816903
637800307	-0.098307021
637800308	0.057164366
637800309	-0.073657801
637800310	-0.238228652
637800311	-0.130156804
637800312	0.099201259
637800313	-0.02119386
637800314	-0.049239536
637800315	-0.19839682
637800316	-0.025585787
637800317	0.268261113
637800318	0.174366802
637800319	0.080446627
637800320	0.120282587
637800321	0.252581168
637800322	0.041906882
637800323	-0.398098568
637800324	-0.205563274
637800325	-0.009597438
637800326	-0.293211908
637800327	-0.097338307
637800328	-0.299081992
637800329	-0.031508189
637800330	-0.066493645
637800331	-0.052938175
637800332	-0.54442289
637800333	0.083311597
637800334	0.259252826
637800335	0.033180207
637800336	0.2058214
637800337	0.084480455
637800338	-0.126383336
637800339	-0.418749629
637800340	-0.199480179
637800341	-0.170769736
637800342	-0.060771509
637800343	-0.022509724
637800344	-0.178961416
637800345	-0.172222264
637800346	-0.106562218
637800347	-0.000544128
637800348	0.014533383
637800349	-0.134265893
637800350	-0.0375169
637800351	-0.379259071
637800352	-0.349046757
637800353	-0.035917538
637800354	0.013930123
637800355	-0.117646688
637800356	0.421528994
637800357	-0.174029042
637800358	-0.089815174
637800359	-0.124653755
637800360	0.007642835
637800361	-0.039968215
637800362	-0.427130223
637800363	0.182765195
637800364	0.0344468
637800365	-0.537957821
637800366	0.010219093
637800367	-0.218298561
637800368	-0.220956201
637800369	-0.243844803
637800370	-0.24292136
637800371	-0.117941531
637800372	-0.094431678
637800373	-0.029574911
637800374	-0.326451955
637800375	-0.260259204
637800376	-0.305608051
637800377	0.226290718
637800378	0.121021405
637800379	-0.037651708
637800380	0.10829561
637800381	0.014007006
637800382	1.12E-01
637800383	0.011113174
637800384	-0.09350342
637800385	-0.001562059
637800386	-0.25866116
637800387	-0.111082158
637800389	0.037879614
637800390	0.053892138
637800391	-0.199924535
637800392	0.489302491
637800393	0.445301514
637800394	-0.172103674
637800395	-0.331991592
637800396	-0.13663697
637800397	-0.323575003
637800398	-0.403181661
637800399	-0.427356989
637800400	0.211599297
637800401	0.388112505
637800402	-0.162025317
637800403	0.37331299
637800404	0.076998074
637800405	0.01817882
637800406	-0.180322429
637800407	-0.16187985
637800408	-0.094894831
637800411	0.027231894
637800412	-0.171781146
637800413	0.211101495
637800414	-0.605981562
637800415	0.086912004
637800416	0.238342293
637800417	0.02318923
637800418	-0.396869107
637800419	1.05E-01
637800420	0.378603933
637800421	0.690535906
637800422	-0.200968512
637800423	-0.182315549
637800424	-0.318345743
637800425	-0.063940914
637800426	-0.08356508
637800427	-0.31289415
637800428	-0.635788028
637800429	-0.393337262
637800430	0.02266673
637800431	0.094650941
637800432	1.090920542
637800433	-0.349777268
637800434	0.007702172
637800435	0.163069475
637800436	0.750839065
637800437	0.032374645
637800438	0.176720138
637800439	0.064834133
637800440	0.080780823
637800441	-0.075857301
637800442	-0.693617325
637800443	-0.003130216
637800444	0.445354847
637800445	-0.206327714
637800446	-0.044484155
637800447	0.246183081
637800448	-0.468753492
637800449	-0.194539937
637800450	-0.048047301
637800451	0.056839392
637800452	0.060098263
637800453	-0.176782707
637800454	0.145796072
637800455	-0.083644081
637800456	0.054240246
637800457	0.085281527
637800458	-0.075262391
637800459	-0.241205844
637800460	-0.136486865
637800461	-0.007872839
637800462	-0.033335122
637800463	0.042619307
637800464	-0.084526981
637800465	-0.001722184
637800466	-0.005442939
637800467	0.026732511
637800468	-0.032865461
637800469	0.001685756
637800470	-0.105087866
637800471	-0.246154654
637800472	-0.288400835
637800473	0.08812858
637800474	0.417154382
637800475	-0.271038311
637800476	-0.171329862
637800477	0.104937375
637800478	-0.031423265
637800479	0.013676026
637800480	0.096327738
637800481	-0.013434611
637800482	0.111540428
637800483	-0.425389632
637800484	0.168710445
637800485	0.039264187
637800486	0.068727459
637800487	-0.130038293
637800488	-0.278905949
637800489	-0.163859328
637800490	0.129384016
637800491	0.457217644
637800492	0.201315686
637800493	-0.057420535
637800494	0.000159879
637800495	0.043412899
637800496	0.091557126
637800497	-0.209143475
637800498	0.200604904
637800499	-0.17725151
637800500	0.063835019
637800501	0.075292658
637800502	-0.287534156
637800503	-0.083331474
637800504	0.266797452
637800505	-0.036627288
637800506	-0.332457489
637800507	0.034677538
637800508	-0.02869381
637800509	-0.39661957
637800510	0.087100549
637800511	0.12084385
637800512	-0.110038973
637800513	0.271506117
637800514	0.1106585
637800515	0.147574686
637800516	0.179539016
637800517	-0.084213893
637800518	-0.149854967
637800519	-0.059627896
637800520	-0.03224666
637800521	0.067360739
637800522	-0.051389657
637800523	0.158286889
637800524	0.7594008
637800525	0.338086221
637800526	-0.228698857
637800527	0.830429109
637800528	0.075740734
637800529	-0.039050012
637800530	-0.318981613
637800531	-0.595444431
637800532	-0.189845005
637800533	-0.020648644
637800534	-0.235099002
637800535	-0.48758421
637800536	-0.13079106
637800537	-0.044546931
637800538	0.038795207
637800539	0.084005628
637800540	0.030167938
637800541	0.169272313
637800542	0.076824219
637800543	-0.061684886
637800544	0.092434556
637800545	-0.081692807
637800546	-0.118915169
637800547	-0.110322948
637800548	0.431737642
637800549	-0.056960554
637800550	-0.417645739
637800551	-0.47798517
637800552	-0.76579024
637800553	0.034266072
637800554	0.076136554
637800555	0.022387779
637800556	-0.244180257
637800557	-0.166985439
637800558	-0.113744613
637800559	-0.037952164
637800560	0.084728186
637800561	-0.02415813
637800562	0.131514435
637800563	0.002422854
637800564	-0.288007624
637800565	0.007793037
637800566	0.037316543
637800567	-0.567414941
637800568	-0.090881196
637800569	-0.220578417
637800570	-0.181171447
637800571	-0.371258416
637800572	0.207444696
637800573	-0.51836647
637800574	-0.05577652
637800575	-0.225659428
637800576	-0.219392806
637800577	-0.010046042
637800578	-0.034419733
637800579	-0.022798727
637800580	-0.059656426
637800581	-0.235058395
637800582	-0.138923341
637800583	-0.358504795
637800584	-0.470347973
637800585	0.026629401
637800586	-0.202919321
637800587	-0.027724544
637800588	-0.173362892
637800589	0.116510612
637800590	0.049573626
637800591	0.018970622
637800592	0.015203707
637800593	-0.035557875
637800594	-0.188011529
637800595	-0.019647225
637800596	0.369835612
637800597	0.39438647
637800598	-0.215459275
637800599	-0.290989428
637800600	-0.202566105
637800601	-0.604665392
637800602	-0.231842057
637800603	-0.311604313
637800604	-0.104765307
637800605	-0.045707568
637800606	-0.249660683
637800607	0.033715002
637800608	-0.141449001
637800609	-0.02786422
637800610	0.104366773
637800611	-0.021875509
637800612	-0.132330422
637800613	-0.12175738
637800614	0.110236963
637800615	-0.206718234
637800616	-0.149238334
637800617	0.128934441
637800618	0.102467707
637800619	0.218769422
637800620	0.378266799
637800621	0.314991232
637800622	0.130544743
637800623	-0.080972272
637800624	0.072565702
637800625	0.033759845
637800626	0.131383485
637800627	0.028655571
637800628	-0.025437839
637800629	0.061883847
637800630	0.550384253
637800631	-0.034909822
637800632	0.225140082
637800633	0.396898065
637800634	0.021445131
637800635	0.160355269
637800636	-0.017288603
637800637	0.215199495
637800638	0.001452238
637800639	-0.140714247
637800640	0.056179033
637800641	0.387737792
637800642	0.0166715
637800643	0.051713486
637800644	0.357162459
637800645	0.617277351
637800646	0.311298618
637800647	0.258998584
637800648	-0.018896974
637800650	-0.054559029
637800651	0.022790814
637800652	-0.069783252
637800653	-0.09844046
637800654	-0.211442619
637800655	-0.235911559
637800657	-0.370817836
637800658	-0.487645888
637800659	-0.227701162
637800660	-0.114831342
637800661	-0.311504306
637800662	-0.218136096
637800663	-0.047990476
637800664	-0.198118396
637800665	-0.157592887
637800666	-0.078518438
637800667	-0.390177582
637800668	-0.259199924
637800669	-0.15960974
637800670	-0.301663497
637800671	-0.040619613
637800672	-0.237179875
637800673	-0.16673799
637800674	-0.236025951
637800675	-0.141139762
637800676	-0.430712736
637800677	-0.26371273
637800678	-0.325384086
637800679	-0.462964562
637800680	-0.227011794
637800681	-0.407450716
637800682	-0.193590238
637800683	0.00310037
637800684	0.158048828
637800685	0.130831971
637800686	-0.243094951
637800687	-0.057782242
637800688	-0.034840534
637800689	0.035656848
637800690	0.093694027
637800691	-0.370013454
637800692	-0.477861475
637800693	-0.100526353
637800694	-0.008711888
637800695	0.307902931
637800696	-0.075693004
637800697	-0.02647222
637800698	-0.040443169
637800699	-0.143267469
637800700	0.055553352
637800701	0.455643826
637800702	0.151679868
637800703	-0.134066865
637800704	-0.459366844
637800705	-0.130768697
637800706	-0.076344913
637800707	-0.141494479
637800708	0.091948922
637800709	-0.123394031
637800710	0.011048979
637800711	-0.168592643
637800712	-0.069301463
637800713	0.074597343
637800714	1.22272249
637800715	0.032164515
637800716	0.173942298
637800717	0.087598787
637800718	-0.25272945
637800719	-0.013688011
637800720	-0.479276676
637800721	-0.010268972
637800722	-0.219859356
637800723	0.179997579
637800724	-0.007445677
637800725	0.21849568
637800726	0.333174896
637800727	0.025712242
637800728	-0.150411192
637800729	-0.012194515
637800730	0.117842743
637800731	0.058706618
637800732	0.326006357
637800733	-0.085167363
637800734	0.233399554
637800735	0.182862359
637800736	0.092518688
637800737	-0.043984091
637800738	-0.016990305
637800740	-0.034299785
637800741	-0.002363375
637800742	-0.118931693
637800743	-0.137203643
637800744	-0.033057041
637800745	0.379106802
637800746	0.029538243
637800747	-0.292771325
637800748	-0.261278718
637800749	0.15954157
637800750	0.113284122
637800751	-0.0135377
637800752	-0.142057032
637800753	0.04463755
637800754	0.585841672
637800755	0.49769969
637800756	0.335934194
637800757	-0.559608694
637800758	-0.090470447
637800759	-0.179879894
637800760	-0.047469135
637800761	0.686263527
637800762	0.663970452
637800763	-0.991865009
637800764	-0.707643319
637800765	0.290979715
637800766	-0.11756574
637800767	0.128691454
637800768	-0.103916064
637800769	0.127963555
637800770	0.206930905
637800771	0.144394227
637800772	0.082046917
637800773	-0.122068069
637800774	0.730372224
637800775	-0.146837334
637800776	0.117345527
637800777	0.07194501
637800778	0.045039895
637800779	-0.0482834
637800780	-0.073119074
637800781	0.85752403
637800782	0.834505648
637800783	0.956486188
637800784	1.441806932
637800785	0.127631512
637800786	-0.058888858
637800787	-0.23177696
637800788	-0.02918875
637800789	-0.023704437
637800790	-0.217184421
637800791	-0.313696201
637800792	-0.233762202
637800793	-0.164724735
637800794	0.192145198
637800795	0.076466077
637800796	0.006553261
637800797	0.143838757
637800798	-0.300997485
637800799	0.023120864
637800800	0.236971748
637800801	0.23527264
637800802	-0.245648323
637800803	-0.017225594
637800804	-0.049671995
637800805	-0.09034296
637800806	-0.3089233
637800807	-0.437413576
637800808	-0.158944046
637800809	-0.055640119
637800810	0.091082648
637800811	0.057841039
637800812	0.000882085
637800813	-0.126863563
637800814	-0.112096197
637800815	0.068467018
637800816	-0.179495157
637800817	0.001174353
637800818	-0.066267638
637800819	0.031407785
637800820	0.112229907
637800821	-0.097455936
637800822	-0.31876443
637800823	-0.255705164
637800824	-0.201491083
637800825	0.198309171
637800826	0.088764248
637800827	0.080881863
637800828	0.048310047
637800829	-0.07842068
637800830	-0.035924727
637800831	-0.044212272
637800832	0.809811539
637800833	0.498967705
637800834	0.301086549
637800835	0.428259823
637800836	0.869180989
637800837	0.19558563
637800838	-0.227137871
637800839	0.018485787
637800840	-0.651132118
637800841	0.18087388
637800842	0.272882458
637800843	0.148004918
637800844	-0.324875282
637800845	-0.441024456
637800846	-0.038026839
637800847	-0.055377467
637800848	-0.301616589
637800849	-0.213808678
637800850	0.028963415
637800851	-0.310185934
637800852	0.199518982
637800853	0.037458055
637800854	0.247625197
637800855	0.121726584
637800856	-0.128599467
637800857	-0.471758504
637800858	-0.205555979
637800859	-0.263947212
637800860	0.121135636
637800861	0.013478456
637800862	-0.094298547
637800863	-0.122755362
637800864	-0.009605263
637800865	-0.255623461
637800866	0.201476333
637800867	-0.027099633
637800868	-0.026334737
637800869	-0.350670601
637800870	0.148684256
637800871	-0.005954086
637800872	0.394305664
637800873	-0.384908336
637800874	-0.575445489
637800875	0.081399707
637800876	-0.123853518
637800877	0.207161266
637800878	0.145142849
637800879	0.327868382
637800880	0.059364275
637800881	0.054688648
637800882	-0.273770349
637800883	0.137853924
637800884	-0.341669415
637800885	-0.119260719
637800886	-0.059984743
637800887	-0.016402459
637800888	0.003877299
637800889	-0.300848207
637800890	-0.064204675
637800891	-0.466737872
637800892	-0.439776821
637800893	0.094274974
637800894	-0.195389394
637800895	0.04916023
637800896	-0.011239943
637800897	-0.407262595
637800898	0.188530603
637800899	0.13441758
637800900	0.178338143
637800901	0.079837775
637800902	0.088195543
637800903	-0.197903245
637800905	-0.06659751
637800906	-0.281676682
637800907	0.298439109
637800908	-0.678055343
637800909	-0.494106616
637800910	0.63364401
637800911	-0.166349246
637800912	-0.789893536
637800913	0.102920749
637800914	0.184579445
637800915	-0.379694957
637800916	-0.333574857
637800917	0.165513748
637800918	-0.213279661
637800919	0.005719694
637800920	-0.139598987
637800921	0.004363404
637800922	0.216685456
637800923	0.248717325
637800924	-0.056471006
637800925	0.029232977
637800926	0.249489552
637800927	-0.020525737
637800928	-1.01526849
637800929	-0.37442776
637800930	-0.389490035
637800931	-0.288722307
637800932	-0.281747886
637800933	-0.042553071
637800934	-0.068215858
637800935	0.053611568
637800936	-0.093623267
637800937	0.046430054
637800938	-0.0700104
637800939	-0.358554226
637800940	-1.513634252
637800941	0.05369517
637800942	-0.073169495
637800943	0.205627733
637800944	0.0113455
637800945	0.125612246
637800946	-0.127120613
637800947	0.691083271
637800948	0.843431442
637800949	0.523077354
637800950	-0.068472251
637800951	-0.065448962
637800952	-0.269416056
637800953	0.073287013
637800954	0.084713422
637800955	0.103984016
637800956	0.291546828
637800957	0.10336034
637800958	-0.009249284
637800959	-0.787341136
637800960	-0.308846627
637800961	-0.445045318
637800962	-0.133779859
637800963	-0.271985398
637800964	0.086572598
637800965	-0.007788283
637800966	0.017315505
637800967	-0.309223887
637800968	0.195210786
637800969	-0.307012047
637800970	-0.287465003
637800971	-0.017713075
637800972	0.070407344
637800973	-0.508659223
637800974	-0.428694646
637800975	-0.121121805
637800976	0.043150151
637800978	-0.046279361
637800979	-0.317591556
637800980	-0.590121506
637800981	-0.238145266
637800982	0.006386743
637800983	0.309872801
637800984	0.040798016
637800985	0.278291152
637800986	-0.07202476
637800987	-0.298748766
637800988	-0.378421689
637800989	-0.288827835
637800990	-0.269870953
637800991	-0.547718582
637800992	0.124276857
637800993	0.088007215
637800994	0.126395733
637800995	-0.277123387
637800996	-0.117021352
637800997	-0.112369141
637800998	0.015936783
637800999	0.028482408
637801000	0.054616955
637801001	0.22487015
637801002	0.126668627
637801003	0.133467997
637801004	0.238499241
637801005	0.690922549
637801006	0.531983108
637801007	0.792894721
637801008	-0.027372118
637801009	-0.096455577
637801010	-0.137098974
637801011	-0.216716186
637801012	-0.03023773
637801013	0.103004477
637801014	-0.506980625
637801015	-0.576140115
637801016	-0.234140651
637801017	-0.311866242
637801018	-0.263001624
637801019	-0.33885673
637801020	-0.42792225
637801021	0.048985922
637801022	-1.083125566
637801023	0.087204346
637801024	0.137961339
637801025	0.096610162
637801029	-0.013767627
637801030	0.072389659
637801031	-0.16447229
637801032	-0.088631946
637801033	-0.319882259
637801034	-0.301710504
637801035	0.041696039
637801036	-0.079944235
637801037	-0.164829179
637801038	-0.043542721
637801040	-0.156378626
637801041	0.069454014
637801042	-0.14149773
637801043	-0.372740533
637801044	1.147858393
637801045	1.378653601
637801046	-0.351089819
637801047	0.32970652
637801048	-0.009240676
637801049	0.125254111
637801050	-0.247998026
637801051	0.110138913
637801052	0.098343787
637801053	-0.048561405
637801054	0.316873129
637801055	0.201804052
637801056	0.334748644
637801057	0.307391722
637801058	0.433294586
637801059	0.268339632
637801060	-0.333191295
637801061	-0.043881398
637801062	-0.432160343
637801063	0.348802897
637801064	-0.183369019
637801065	-0.001122565
637801066	-0.587527881
637801067	0.164421998
640711016	0.035854771
640711017	-0.132002587
640711018	-0.296247178
640711019	-0.066718015
640711020	-0.405739713
640711021	-0.042218335
